City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,axim,4.8699,-2.2405,23.87,91,97,2.34,GH,1688958154
365,amalapuram,16.5833,82.0167,32.33,57,96,2.19,IN,1688958154
366,yaren,-0.5472,166.916,27.84,73,100,1.42,NR,1688958154
367,coquimbo,-29.9533,-71.3436,11.85,87,75,3.09,CL,1688958046
368,palikir - national government center,6.9248,158.1611,28.08,76,49,3.01,FM,1688958155
369,chinju,35.1928,128.0847,30.9,71,87,4.38,KR,1688958155
370,turkestan,43.3333,68.25,32.69,20,0,7.67,KZ,1688958155
371,hailey,43.5196,-114.3153,27.71,56,0,1.54,US,1688958155
372,knyaze-volkonskoye,48.4642,135.4567,25.19,72,97,6.23,RU,1688958155
373,mersing,2.4312,103.8405,28.95,84,40,2.06,MY,1688958156
374,wladyslawowo,54.7909,18.4009,13.08,85,14,1.42,PL,1688958156
375,betio village,1.358,172.9211,29.02,78,96,4.01,KI,1688958156
376,guerrero negro,27.9769,-114.0611,18.29,82,4,6.65,MX,1688958157
377,selfoss,63.9331,-20.9971,11.03,84,77,2.0,IS,1688958157
378,kailua-kona,19.6406,-155.9956,27.38,76,100,0.89,US,1688958157
379,bemetara,21.7,81.5333,26.85,76,100,2.78,IN,1688958157
380,oum hadjer,13.2954,19.6966,28.11,60,99,4.21,TD,1688958157
381,codrington,-38.2667,141.9667,13.54,76,100,7.24,AU,1688958158
382,keflavik,64.0049,-22.5624,11.04,93,0,3.6,IS,1688958158
383,mahibadhoo,3.7833,72.9667,28.73,66,78,3.92,MV,1688958121
384,tanout,14.9709,8.8879,29.44,48,98,4.41,NE,1688958158
385,alofi,-19.0595,-169.9187,25.94,89,41,6.17,NU,1688958159
386,utete,-7.986,38.758,19.58,97,98,1.33,TZ,1688958159
387,khash,28.2211,61.2158,27.38,16,0,1.49,IR,1688958159
388,port moresby,-9.4431,147.1797,27.68,74,75,7.72,PG,1688958159
389,christchurch,-43.5333,172.6333,13.56,86,100,2.57,NZ,1688957845
390,crane,31.3974,-102.3501,33.57,35,13,7.73,US,1688958160
391,paramonga,-10.6667,-77.8333,20.22,83,52,3.89,PE,1688958160
392,saint-pierre,-21.3393,55.4781,19.82,56,0,3.6,RE,1688958160
393,tidjikja,18.5564,-11.4271,32.74,29,27,4.44,MR,1688958138
394,mount isa,-20.7333,139.5,22.87,28,75,5.14,AU,1688958161
395,jinchang,38.4953,102.1739,28.52,26,100,8.57,CN,1688958161
396,mitu,1.1983,-70.1733,22.01,99,2,0.57,CO,1688958019
397,ixtapa,20.7,-105.2,29.57,74,75,4.12,MX,1688958161
398,hammerfest,70.6634,23.6821,9.25,87,63,3.09,NO,1688958162
399,andergrove,-21.0833,149.1833,24.8,63,100,6.27,AU,1688958162
400,masuda,34.6667,131.85,24.15,88,75,4.12,JP,1688958162
401,kourou,5.1552,-52.6478,23.03,89,5,3.61,GF,1688958162
402,sabang,5.8933,95.3214,25.87,85,100,8.24,ID,1688958162
403,uporovo,56.3109,66.2693,24.59,63,10,4.97,RU,1688958163
404,crasna,47.1667,22.9,16.43,61,10,1.27,RO,1688958163
405,ulsteinvik,62.3432,5.8487,18.51,82,45,2.68,NO,1688958061
406,valdivia,-39.8142,-73.2459,4.05,98,12,0.81,CL,1688958012
407,nabire,-3.3667,135.4833,29.49,68,36,2.14,ID,1688958164
408,yanbu,24.0891,38.0637,26.02,89,0,0.0,SA,1688958164
409,ak-dovurak,51.1833,90.6,14.71,76,100,0.95,RU,1688958164
410,saint-philippe,-21.3585,55.7679,19.77,78,22,4.23,RE,1688958165
411,sychevka,55.8252,34.2736,11.17,94,8,3.89,RU,1688958165
412,rapla,59.0072,24.7928,10.84,98,14,1.94,EE,1688958165
413,chul'man,56.8479,124.9104,21.11,37,3,1.79,RU,1688958165
414,bechar,31.6167,-2.2167,34.18,12,0,4.12,DZ,1688957972
415,angaur state,6.906,134.13,27.19,84,100,7.96,PW,1688958166
416,scottburgh,-30.2867,30.7532,12.35,73,100,11.7,ZA,1688958166
417,shuangjiang,26.1547,109.7138,29.59,62,30,5.33,CN,1688958166
418,prado,-17.3411,-39.2208,21.68,93,44,1.07,BR,1688958167
419,kaohsiung,22.6163,120.3133,33.05,71,75,3.6,TW,1688957709
420,rada tilly,-45.9333,-67.5333,3.27,87,75,2.06,AR,1688958167
421,bengkulu,-3.8004,102.2655,28.15,72,68,1.31,ID,1688958167
422,rosarito,32.3333,-117.0333,20.91,83,0,3.76,MX,1688958011
423,juankoski,63.0667,28.35,12.92,80,2,2.4,FI,1688958168
424,hilo,19.7297,-155.09,30.16,81,100,1.34,US,1688958006
425,tadine,-21.55,167.8833,21.85,52,8,5.24,NC,1688958168
426,dunedin,-45.8742,170.5036,12.67,66,100,0.56,NZ,1688958045
427,korla,41.7597,86.1469,24.96,45,99,2.79,CN,1688958030
428,kattivakkam,13.2167,80.3167,29.05,77,100,6.5,IN,1688958169
429,cabo san lucas,22.8909,-109.9124,29.61,78,29,6.04,MX,1688958018
430,la toma,-33.0526,-65.6238,9.27,91,58,1.1,AR,1688958169
431,mossel bay,-34.1831,22.146,8.96,67,89,3.1,ZA,1688958169
432,petropavlovka,50.6114,105.3196,23.72,58,90,0.82,RU,1688958170
433,port douglas,-16.4833,145.4667,23.25,72,95,6.38,AU,1688958170
434,yuza,39.0,139.9167,28.03,98,100,3.36,JP,1688958170
435,castillos,-34.1667,-53.8333,13.01,88,99,2.0,UY,1688958170
436,mitchell,43.7094,-98.0298,24.99,65,0,3.09,US,1688957972
437,norrtalje,59.758,18.705,12.79,76,0,1.03,SE,1688958138
438,kuqa,41.7278,82.9364,27.18,23,7,0.74,CN,1688958171
439,sarupathar,26.1984,93.8094,27.16,93,100,1.91,IN,1688958171
440,oltinko'l,40.8011,72.1634,29.71,19,2,1.82,UZ,1688958172
441,mar del plata,-38.0023,-57.5575,8.3,93,40,3.58,AR,1688957929
442,laguna,38.421,-121.4238,24.69,59,0,5.14,US,1688958172
443,viisoara,46.55,23.9167,14.78,73,1,1.06,RO,1688958172
444,cacu,-18.5567,-51.1308,21.3,40,6,1.87,BR,1688958173
445,tacuarembo,-31.7333,-55.9833,14.73,79,100,1.35,UY,1688958173
446,malmberget,67.1753,20.6549,11.31,76,0,1.03,SE,1688958173
447,cururupu,-1.8283,-44.8683,23.63,93,15,1.83,BR,1688958173
448,sulphur,30.2366,-93.3774,28.99,87,0,3.09,US,1688958174
449,powell,40.1578,-83.0752,19.22,88,0,0.0,US,1688958042
450,kapuskasing,49.4169,-82.4331,18.05,59,75,3.6,CA,1688957986
451,pariaman,-0.619,100.12,26.03,86,100,0.88,ID,1688958174
452,revelstoke,50.9832,-118.2023,30.01,32,0,2.06,CA,1688958174
453,mangai,-4.05,19.5333,20.91,50,7,0.21,CD,1688958175
454,priozersk,61.0393,30.1291,11.72,100,3,3.72,RU,1688958175
455,santa rita,-7.1139,-34.9781,24.37,94,20,2.06,BR,1688958165
456,north bay,46.3168,-79.4663,19.01,72,20,1.54,CA,1688958175
457,al bayda',32.7627,21.7551,17.88,93,10,1.58,LY,1688958176
458,cole harbour,44.6724,-63.4751,19.66,95,100,3.09,CA,1688958176
459,lhasa,29.65,91.1,18.07,62,100,2.28,CN,1688958176
460,talara,-4.5772,-81.2719,23.42,83,0,5.66,PE,1688958176
461,st. john's,47.5649,-52.7093,12.76,97,100,3.09,CA,1688958000
462,tegueste,28.5167,-16.3167,18.88,91,75,6.17,ES,1688958032
463,zarinsk,53.7074,84.9493,18.23,83,99,2.79,RU,1688958177
464,vavuniya,8.7514,80.4971,28.73,69,96,3.72,LK,1688958177
465,hereford,52.0568,-2.7148,14.47,93,96,2.54,GB,1688958177
466,sigli,5.3848,95.9609,24.47,91,100,2.17,ID,1688958177
467,yabelo,4.8833,38.0833,12.95,79,99,2.04,ET,1688958178
468,velyki kopani,46.4868,32.975,17.01,70,6,4.36,UA,1688958178
469,fuli,46.7217,131.1394,26.12,70,82,3.06,CN,1688958178
470,sao vicente,-23.9631,-46.3919,21.1,26,100,2.52,BR,1688957935
471,meulaboh,4.1363,96.1285,23.81,95,100,3.14,ID,1688958179
472,kavalerovo,44.2661,135.0572,31.14,42,91,1.88,RU,1688958179
473,birni n konni,13.7956,5.2553,28.49,59,100,3.95,NE,1688958179
474,namtsy,62.7161,129.6658,25.9,41,71,3.08,RU,1688958179
475,cootamundra,-34.65,148.0333,11.64,69,100,5.06,AU,1688958180
476,piti village,13.4626,144.6933,30.49,87,75,8.23,GU,1688958180
477,madang,-5.2246,145.7966,26.34,87,100,1.66,PG,1688958180
478,hargeysa,9.56,44.065,21.4,53,23,12.24,SO,1688958031
479,chibougamau,49.9168,-74.3659,16.79,82,0,0.0,CA,1688958180
480,north bend,43.4065,-124.2243,16.26,72,100,2.57,US,1688958181
481,zeya,53.75,127.2667,25.0,25,0,3.76,RU,1688958181
482,pyshma,56.9523,63.2513,23.61,69,100,2.69,RU,1688958181
483,laixi,36.8592,120.5269,35.37,37,50,3.57,CN,1688958182
484,bamako,12.65,-8.0,26.23,89,0,2.06,ML,1688957900
485,aral,40.5156,81.2636,27.86,33,19,4.04,CN,1688958183
486,pampa,35.5362,-100.9599,22.54,71,31,3.08,US,1688958181
487,mogocha,53.7333,119.7667,27.12,29,99,0.99,RU,1688958183
488,bodenwerder,51.9716,9.5193,20.03,85,75,1.03,DE,1688958184
489,chemolgan,43.1897,76.5292,20.81,44,89,1.97,KZ,1688958184
490,omdurman,15.6445,32.4777,30.87,44,95,5.47,SD,1688958184
491,vernon,50.2581,-119.2691,32.34,30,100,1.54,CA,1688958184
492,urangan,-25.3,152.9,19.53,57,51,1.27,AU,1688958185
493,santa cruz,-17.8,-63.1667,23.7,88,40,6.69,BO,1688958013
494,el calafate,-50.3408,-72.2768,-4.48,65,0,1.54,AR,1688958185
495,aioun,16.6614,-9.6149,34.61,33,24,5.37,MR,1688958186
496,brak,27.5496,14.2714,28.45,30,0,4.46,LY,1688958186
497,as sulayyil,20.4607,45.5779,30.14,12,100,0.7,SA,1688958186
498,gulf shores,30.246,-87.7008,28.03,77,0,3.09,US,1688958186
499,san adrian,42.3465,-1.9226,19.99,82,1,3.29,ES,1688958187
500,banamba,13.55,-7.45,28.47,56,23,2.93,ML,1688958187
501,kangding,30.0513,101.9603,24.99,60,78,1.81,CN,1688958187
502,machico,32.7,-16.7667,22.35,83,40,3.09,PT,1688958188
503,santa croce camerina,36.8289,14.5268,21.82,88,0,1.54,IT,1688958181
504,prainha,-1.8,-53.48,24.03,83,30,1.14,BR,1688958188
505,mashhad,36.297,59.6062,26.08,38,0,0.0,IR,1688958189
506,puerto baquerizo moreno,-0.9,-89.6,25.07,77,100,4.98,EC,1688958188
507,luganville,-15.5333,167.1667,26.62,61,85,4.19,VU,1688958189
508,esperanza,19.5847,-70.9849,27.32,82,62,1.34,DO,1688958189
509,rafraf,37.1904,10.1837,25.17,83,66,1.96,TN,1688958190
510,bealanana,-14.55,48.7333,13.38,96,92,1.67,MG,1688958190
511,howrah,22.5892,88.3103,32.0,74,40,4.12,IN,1688958190
512,jieshi,22.8134,115.8257,30.21,75,3,6.34,CN,1688958190
513,pembroke,45.8168,-77.1162,20.34,67,100,1.23,CA,1688958005
514,nazare da mata,-7.7417,-35.2278,21.93,92,4,0.8,BR,1688957904
515,soio,-6.1349,12.3689,20.14,92,42,3.42,AO,1688958191
516,vadso,70.0744,29.7487,9.49,76,0,0.51,NO,1688958191
517,nanakuli,21.3906,-158.1547,28.97,48,20,6.17,US,1688958192
518,hami,42.8,93.45,28.37,30,100,2.01,CN,1688958192
519,sitangkai,4.6628,119.3928,27.58,76,100,2.63,PH,1688958192
520,midvagur,62.0511,-7.1939,12.46,94,100,0.0,FO,1688958192
521,zouerate,22.7187,-12.4521,29.66,27,3,6.77,MR,1688958193
522,sur,22.5667,59.5289,31.18,57,98,4.34,OM,1688958193
523,soc trang,9.6033,105.98,31.5,61,35,3.44,VN,1688958193
524,erenhot,43.6475,111.9767,25.83,37,100,3.91,CN,1688958193
525,n'zeto,-7.2312,12.8666,19.36,94,89,2.58,AO,1688958194
526,ottumwa,41.02,-92.4113,20.3,83,0,1.54,US,1688957621
527,santo antonio do ica,-3.1022,-67.9397,23.57,90,17,0.58,BR,1688958109
528,belmonte,-15.8631,-38.8828,23.05,91,7,1.89,BR,1688958194
529,kerch,45.3583,36.4758,21.98,67,100,11.02,UA,1688958195
530,umm ruwaba,12.9061,31.2158,26.23,67,86,3.4,SD,1688958195
531,enriquillo,17.9,-71.2333,26.92,80,62,5.16,DO,1688958195
532,sao tome,0.3365,6.7273,23.12,83,97,3.94,ST,1688958195
533,gunjur,13.2019,-16.7339,26.04,94,20,0.0,GM,1688958196
534,calama,-22.4667,-68.9333,6.27,11,10,6.17,CL,1688958196
535,stornoway,58.2093,-6.3865,10.61,87,84,0.51,GB,1688958196
536,katsuren-haebaru,26.3369,127.8719,31.89,62,19,3.9,JP,1688958196
537,ekibastuz,51.6667,75.3667,25.37,39,40,4.53,KZ,1688958197
538,east end,34.5507,-92.341,22.73,91,15,1.62,US,1688958016
539,kapoeta,4.7717,33.5903,22.36,76,96,1.87,SS,1688958197
540,jaru,-10.4389,-62.4664,23.82,59,0,0.52,BR,1688958114
541,kranuan,16.7067,103.0788,31.91,61,9,3.44,TH,1688958198
542,kargasok,59.0556,80.8572,20.4,59,81,1.94,RU,1688958198
543,freeport,40.6576,-73.5832,24.6,89,100,5.66,US,1688958199
544,sankt leon-rot,49.2664,8.6167,22.91,80,98,2.11,DE,1688958201
545,santos reyes nopala,16.1092,-97.1561,23.65,93,75,0.62,MX,1688958202
546,yarmouth,41.7057,-70.2286,22.26,95,100,2.68,US,1688958206
547,dumai,1.6833,101.45,26.96,91,100,1.74,ID,1688958208
548,nadi,-17.8,177.4167,28.0,61,40,4.63,FJ,1688958211
549,zimmerman,45.4433,-93.59,25.99,51,0,3.09,US,1688958212
550,kitimat,54.0524,-128.6534,26.21,68,14,4.47,CA,1688958212
551,vila velha,-20.3297,-40.2925,21.97,88,0,3.09,BR,1688958213
552,sandnessjoen,66.0217,12.6316,11.47,91,0,1.34,NO,1688958213
553,klyuchi,52.2667,79.1667,23.07,45,39,3.36,RU,1688958213
554,byerazino,53.8391,28.9879,11.46,83,6,3.19,BY,1688958213
555,naze,28.3667,129.4833,29.51,74,3,2.72,JP,1688958215
556,nantucket,41.2835,-70.0995,23.03,99,100,3.6,US,1688958216
557,zouila,35.5006,11.0606,28.99,74,77,3.47,TN,1688958216
558,moyale,3.5167,39.0584,17.58,83,98,3.11,KE,1688958137
559,linhares,-19.3911,-40.0722,20.51,90,98,2.23,BR,1688958216
560,port augusta,-32.5,137.7667,16.68,47,0,3.5,AU,1688958217
561,boa vista,2.8197,-60.6733,26.99,78,0,2.06,BR,1688958104
562,balsas,-7.5325,-46.0356,27.56,40,73,1.3,BR,1688958217
563,quezon,7.7303,125.0989,30.63,63,48,1.31,PH,1688958217
564,ar rutbah,33.0381,40.2848,25.44,48,0,4.02,IQ,1688958218
565,burang,30.25,81.1667,11.7,73,70,1.84,CN,1688958218
566,cold lake,54.4502,-110.2017,24.97,41,20,5.66,CA,1688958015
567,eirunepe,-6.6603,-69.8736,22.29,91,5,0.81,BR,1688958218
568,umm kaddadah,13.6017,26.6876,29.11,50,56,5.16,SD,1688958218
569,three points,32.0767,-111.3137,36.09,31,0,0.0,US,1688958219
570,burela de cabo,43.65,-7.4,14.54,87,4,1.79,ES,1688958219
571,boerne,29.7947,-98.732,32.32,54,0,2.57,US,1688958208
572,columbia falls,48.3725,-114.1815,24.82,36,0,2.06,US,1688958219
573,cacoal,-11.4386,-61.4472,23.11,58,0,0.59,BR,1688958220
574,gebeit,21.0667,36.3167,27.78,35,100,1.48,SD,1688958220
575,ivdel',60.6911,60.4206,15.7,75,96,0.92,RU,1688958220
576,menongue,-14.6585,17.691,7.74,50,0,1.52,AO,1688958220
577,alice springs,-23.7,133.8833,15.75,55,2,7.2,AU,1688958013
578,susuman,62.7833,148.1667,5.41,70,100,3.82,RU,1688958221
579,slave lake,55.2834,-114.769,26.99,54,0,2.57,CA,1688958221
580,lappeenranta,61.0587,28.1887,13.77,82,0,1.54,FI,1688958205
581,nova sintra,14.8667,-24.7167,21.91,81,23,8.96,CV,1688958221
582,orange walk,17.8333,-88.8333,25.04,95,16,1.72,BZ,1688957979
583,fauske,67.2588,15.3918,10.99,77,30,0.61,NO,1688958222
584,ouadda,8.0777,22.4007,19.49,93,62,1.31,CF,1688958222
585,union city,37.5958,-122.0192,19.34,80,100,6.17,US,1688957866
586,mili,6.0815,171.735,28.23,77,66,5.74,MH,1688958222
587,ta`u,-14.2336,-169.5144,27.61,80,24,6.99,AS,1688958222
588,simpang,-1.2667,104.0833,26.95,87,99,2.0,ID,1688958223
589,pandan,14.0453,124.1694,29.85,73,77,3.46,PH,1688958223
590,tomatlan,19.9333,-105.25,26.83,84,49,1.11,MX,1688958223
591,puerto aysen,-45.4,-72.7,4.41,98,100,0.88,CL,1688958223
